Symbol,Trade Date,Broker,ADV,Volatility,Beta,Mkt Cap (MM),Side,Order Shares,Executed Shares,POV,P_avg,Pd,P0,Pn,VWAP
DECK,8/8/24,Broker D,3603507.5,0.77,0.957816899,15716,Buy,215700,215700,0.144736603,103.04,100.26,100.36,104.34,102.9892309
STX,8/8/24,Broker E,4192351,0.75,1.502993703,15652,Buy,426800,366500,0.169445425,74.96,72.62,72.64,76.3,74.90191915
SNA,8/8/24,Broker A,519470.875,0.45,0.87209785,15288,Sell,37800,34900,0.096852062,284.81,289.81,289.71,287.98,284.8651244
DLTR,8/8/24,Broker E,6869030,0.79,0.797286034,17131,Sell,624600,624600,0.10455349,75.08,77.98,77.69,75.89,75.1710632
GPC,8/8/24,Broker A,1654921.25,0.42,0.686277211,15519,Buy,124900,124900,0.148018352,112.55,110.65,110.7,113.3,112.4065904
SMCI,8/8/24,Broker B,53867424,1.05,2.397611856,17514,Sell,4011600,4011600,0.146960202,27.59,28.9,28.67,27.76,27.60596003
COO,8/8/24,Broker E,2442022.25,0.45,0.941235423,15739,Buy,220800,220800,0.112439086,79.54,77.59,77.79,79.71,79.49433972
EVRG,8/8/24,Broker E,2780009.25,0.23,0.49877277,15381,Buy,170800,170800,0.136627829,67.45,66.52,66.61,67.72,67.36616689
ROL,8/8/24,Broker A,2293436.25,0.33,0.708591282,26548,Sell,171800,171800,0.179270029,53.5,54.13,54.24,54.16,53.54826607
LNT,8/8/24,Broker B,2183584.75,0.26,0.496919721,15230,Buy,196900,196900,0.152576694,59.71,58.67,58.86,60.13,59.66512959
CFG,8/8/24,Broker C,6193755.5,0.62,1.265007377,15077,Sell,423500,423500,0.174721922,33.08,33.95,33.9,33.31,33.09150751
PFG,8/8/24,Broker C,1607446.125,0.57,0.982086778,15807,Buy,150100,150100,0.158975795,71.68,69.8,69.91,73.22,71.67807938
L,8/8/24,Broker C,910343.9375,0.39,0.612332523,17530,Buy,71200,71200,0.135615862,83.95,82.49,82.47,85.04,83.97442541
EG,8/8/24,Broker C,415288.5313,0.35,0.552587211,16384,Buy,39500,34900,0.176496283,346.27,340.36,340.5,348.41,346.2055613
EXPD,8/8/24,Broker B,1753609.625,0.44,0.754186869,14436,Buy,169500,169500,0.148518527,105.94,103.76,103.7,107.07,105.8666335
FFIV,8/8/24,Broker D,576744.125,0.48,0.925122261,14459,Sell,47900,47900,0.08026055,242.53,247.84,247.7,244.84,242.5020019
JBL,8/8/24,Broker C,1724661.25,0.67,1.366136074,13928,Sell,131800,131800,0.164309989,124.35,127.72,127.76,126.19,124.3467898
BAX,8/8/24,Broker C,5027440,0.56,0.750824749,14639,Buy,478000,478000,0.171111644,28.89,28.27,28.18,28.9,28.85567105
LYB,8/8/24,Broker D,4547265,0.69,0.844999075,18176,Buy,231600,231600,0.161214123,56.83,55.59,55.54,57.03,56.77012048
LUV,8/8/24,Broker B,16223484,0.81,0.978310943,13797,Buy,1296400,1296400,0.137917243,24.7,23.82,23.94,24.98,24.67255712
WST,8/8/24,Broker A,972558.875,0.44,0.812731206,14884,Buy,69500,69500,0.189113985,203.97,200.35,200.56,206.42,203.8776698
ON,8/8/24,Broker D,10593790,0.95,1.216935754,14662,Sell,786700,786700,0.105464998,31.97,33.2,33.09,32.88,32.03674826
OMC,8/8/24,Broker E,4378209.5,0.49,0.86769712,14065,Sell,364800,364800,0.148245403,69.79,71.36,71.45,71.01,69.89863483
J,8/8/24,Broker B,987790.3125,0.37,0.765809715,14176,Sell,56000,56000,0.141314692,112.33,114.27,114.14,113.3,112.3427418
TRMB,8/8/24,Broker A,1833999.625,0.59,1.16162169,13818,Sell,170600,170600,0.097640092,54.12,55.55,55.45,55.24,54.19061126
KEY,8/8/24,Broker E,18568466,0.59,1.350797296,15110,Sell,1806900,1806900,0.109195112,13.21,13.68,13.59,13.35,13.29986094
BALL,8/8/24,Broker D,2751362.5,0.35,0.72291398,13357,Sell,206100,206100,0.091966115,46.03,46.71,46.77,46.35,46.08684609
KIM,8/8/24,Broker A,6303217,0.41,0.923541188,13651,Sell,508000,446200,0.179045468,19.56,19.92,19.88,19.71,19.63510472
AVY,8/8/24,Broker C,860455.75,0.33,0.759776711,13348,Buy,67800,67800,0.145113509,169.77,167.19,167.12,171.87,169.775751
FSLR,8/8/24,Broker C,3386447.75,0.58,0.734085619,13132,Buy,261200,261200,0.181431929,123.48,120.43,120.58,125.49,123.5174638
AMCR,8/8/24,Broker D,34436428,0.35,0.618396103,13456,Buy,3502200,3114800,0.155762664,9.44,9.22,9.28,9.51,9.435353992
BLDR,8/8/24,Broker A,1751718.125,0.58,1.242862463,12976,Buy,114400,114400,0.125813882,115.18,112.8,112.85,115.92,115.0663597
PNR,8/8/24,Broker D,1924131,0.49,1.106546164,13026,Buy,127700,127700,0.14554333,79.44,77.71,77.91,79.8,79.35884032
GEN,8/8/24,Broker E,4726144.5,0.47,1.009418488,14520,Sell,487900,418400,0.192467152,22.69,23.32,23.23,22.94,22.78631836
TPR,8/8/24,Broker A,7014728.5,0.63,1.042785764,13079,Sell,531300,531300,0.107201576,60.11,61.6,61.55,61.22,60.2078837
DOC,8/8/24,Broker E,5513162,0.29,0.821606755,12889,Buy,444200,444200,0.197790565,18.52,18.21,18.23,18.45,18.42388126
MAS,8/8/24,Broker D,2461541.5,0.48,1.01499474,12710,Sell,165600,165600,0.148149883,58.37,59.51,59.52,58.62,58.40953363
CF,8/8/24,Broker A,2908823.75,0.38,0.506944835,12507,Sell,248600,248600,0.091786013,72.77,74.07,73.96,73.02,72.91264147
HOLX,8/8/24,Broker E,3410084.75,0.3,0.439089477,12853,Buy,213200,213200,0.096184787,57.17,56.39,56.32,57.85,57.09913102
EL,8/8/24,Broker A,4540624.5,0.78,1.135743618,19565,Sell,365900,365900,0.196698765,50.83,52.51,52.32,51.82,50.92168153
WDC,8/8/24,Broker D,9308912,0.9,1.804587364,12508,Sell,805800,805800,0.117811561,34.24,35.51,35.45,34.77,34.25307819
JKHY,8/8/24,Broker E,710372.875,0.38,0.583922863,12299,Buy,64100,57300,0.1498513,170.68,167.22,167.45,171.33,170.5937563
IEX,8/8/24,Broker B,721935.25,0.4,0.921658635,12137,Buy,39200,39200,0.094081956,160.83,158.28,158.21,161.89,160.7183113
UDR,8/8/24,Broker A,2407958,0.43,0.85049963,13490,Sell,216900,194700,0.131979601,39.53,40.22,40.23,40.09,39.63478105
SJM,8/8/24,Broker E,1412505.25,0.28,0.436529636,12334,Buy,84700,84700,0.135388433,116.63,114.95,114.99,116.75,116.5434838
CAG,8/8/24,Broker D,6965156.5,0.29,0.338077486,12120,Buy,478700,478700,0.102067511,25.65,25.15,25.32,25.89,25.60987494
TXT,8/8/24,Broker A,1671518.375,0.52,1.009713173,11729,Buy,151700,151700,0.184822242,65.44,63.79,64.07,66.18,65.39438463
BBY,8/8/24,Broker A,4805700,0.84,0.958788991,13128,Sell,412300,412300,0.138411674,58.32,60.3,60.18,59,58.43245369
ALGN,8/8/24,Broker B,1371862,0.57,1.381431937,12608,Buy,114900,114900,0.175912832,171.52,167.43,167.35,174.05,171.4480374
ARE,8/8/24,Broker B,1681613.75,0.47,1.095249534,13100,Buy,130100,130100,0.159082176,76.1,74.46,74.53,77.59,76.07537022
CPT,8/8/24,Broker C,1145793,0.35,0.813532531,12056,Buy,78400,69100,0.172107349,111.1,109.52,109.45,111.48,111.0565014
APTV,8/8/24,Broker C,4253347.5,0.62,0.834469736,11699,Buy,333000,333000,0.179692151,51.41,50.06,50.14,52.05,51.33727478
REG,8/8/24,Broker A,1255055.125,0.33,0.702210128,13247,Sell,95200,95200,0.16482492,68.85,69.85,69.8,69.74,68.94418593
ZBRA,8/8/24,Broker B,718495.125,0.81,1.371357441,11356,Buy,60600,60600,0.084209245,224.35,217.33,217.33,228.59,224.3077603
POOL,8/8/24,Broker D,454624.6875,0.43,0.911036551,11186,Buy,23800,23800,0.074540691,297.8,293.11,293.04,299.7,297.7458288
TER,8/8/24,Broker E,4338915.5,0.96,1.628202081,11277,Buy,261500,261500,0.09046169,70.53,68.24,68.24,71.71,70.42985907
JNPR,8/8/24,Broker B,3132681.5,0.19,0.634801924,11379,Buy,211400,211400,0.111422963,34.24,33.7,33.89,34.32,34.14666263
LVS,8/8/24,Broker B,6501377.5,0.57,0.823726475,23008,Sell,605500,605500,0.165580817,31.29,32.2,32.12,31.99,31.34626877
RVTY,8/8/24,Broker D,1219324.5,0.55,0.797572315,10786,Buy,128500,111100,0.148560874,90.83,88.53,88.7,91.06,90.77106902
AKAM,8/8/24,Broker B,2377838.5,0.52,0.784386694,10509,Buy,150100,150100,0.188111,72.91,71.28,71.4,73.84,72.87392453
ALLE,8/8/24,Broker D,1194745.875,0.34,0.85759753,10607,Buy,74300,74300,0.10877983,124.01,122.14,122.25,124.27,123.9523886
LKQ,8/8/24,Broker E,2848942.25,0.37,0.666749001,10655,Sell,273400,273400,0.16324208,40,40.85,40.82,40.53,40.14339977
CHRW,8/8/24,Broker C,1592970,0.4,0.668679476,10554,Buy,94500,94500,0.060054423,89.66,88.27,88.2,90.03,89.67383511
PNW,8/8/24,Broker E,1304774.75,0.23,0.468580067,11116,Buy,111800,111800,0.172694376,93.57,92.26,92.28,93.79,93.44578009
BG,8/8/24,Broker E,1928443.25,0.39,0.430640489,10557,Sell,105400,96700,0.188153837,76.19,77.65,77.5,77.47,76.26929637
FOXA,8/8/24,Broker B,4894352,0.5,0.622418344,20638,Sell,319300,319300,0.160399163,45.33,46.42,46.29,45.76,45.42836854
JBHT,8/8/24,Broker C,1416926.375,0.6,0.961994886,12713,Sell,101200,101200,0.179900694,120.16,123.16,123.11,121.51,120.148728
UHS,8/8/24,Broker B,936496.0625,0.52,0.833979607,10240,Buy,51600,51600,0.067022776,157.13,153.99,154.02,158.94,157.0896972
ERIE,8/8/24,Broker C,135175.3594,0.4,0.544575632,20663,Buy,13200,13200,0.122945899,400.85,393.05,393.09,401.36,400.7723475
PAYC,8/8/24,Broker C,727074.8125,0.56,0.874895334,11929,Buy,36900,36900,0.122631444,205.8,201.71,201.72,206.24,205.8267136
GL,8/8/24,Broker E,742776.5625,0.45,0.797355115,9754,Buy,53300,53300,0.154314442,118.26,115.87,115.84,118.9,118.1623956
TAP,8/8/24,Broker A,2594431.25,0.27,0.463173449,11908,Buy,237900,237900,0.132061796,57.36,56.72,56.66,57.59,57.29658608
KMX,8/8/24,Broker C,3893916.5,0.76,0.924367547,9517,Buy,266800,266800,0.149017403,63.42,61.67,61.68,64.49,63.38258112
TKO,8/8/24,Broker C,2176504.5,0.48,0.791934609,28227,Sell,140300,140300,0.125608638,138.59,141.44,141.36,140.46,138.6277818
NDSN,8/8/24,Broker E,408402.3438,0.53,1.068100691,10080,Buy,23500,23500,0.195546169,178.49,174.59,174.69,179.95,178.371566
NWSA,8/8/24,Broker A,4041857,0.41,0.929095805,15160,Sell,238100,238100,0.130172203,24.67,25.08,25.04,24.86,24.79044702
AIZ,8/8/24,Broker E,495442.1563,0.43,0.737580895,9353,Sell,43300,39900,0.173636061,177.91,181.75,181.72,179.16,178.0525891
HST,8/8/24,Broker C,11824158,0.56,1.002946138,9439,Sell,685600,685600,0.058548459,12.99,13.32,13.27,13.11,12.99670134
INCY,8/8/24,Broker E,2254369,0.47,0.670278668,10992,Buy,220600,220600,0.182591945,57.53,56.13,56.19,57.84,57.3725492
BXP,8/8/24,Broker A,1637994.625,0.49,1.16145134,9899,Sell,156800,156800,0.127088347,60.11,61.58,61.39,60.81,60.19514747
SOLV,8/8/24,Broker A,1395912.125,0.51,1.5,11062,Buy,93400,86600,0.11416077,64.17,63.11,63.02,64.35,64.08898341
VTRS,8/8/24,Broker A,15793166,0.48,0.810708165,9036,Buy,1656300,1479800,0.091557013,7.82,7.47,7.66,7.75,7.713918254
SWKS,8/8/24,Broker E,4347467,0.93,1.274859548,8720,Buy,243300,243300,0.164222544,56.41,54.56,54.66,57.89,56.30988684
IPG,8/8/24,Broker D,8651978,0.5,0.892075121,8757,Buy,771800,771800,0.184562023,23.97,23.28,23.45,24.11,23.95196379
HRL,8/8/24,Broker D,3378499.75,0.26,0.42143631,16717,Buy,319300,319300,0.107310905,30.61,30.1,30.2,30.64,30.56359097
EMN,8/8/24,Broker D,1493853.5,0.57,1.016051292,8883,Sell,115800,98500,0.161694482,73.83,75.46,75.49,75.18,73.86216228
SWK,8/8/24,Broker D,2905021.75,0.8,1.096431136,8711,Buy,255500,255500,0.087376469,57.13,55.38,55.39,58.17,57.05546235
MOS,8/8/24,Broker A,5865110.5,0.52,0.943756461,8629,Sell,352500,331500,0.070736323,26.42,26.92,26.9,26.74,26.55006323
DAY,8/8/24,Broker B,2080966.125,0.61,1.275922179,8282,Sell,173100,158300,0.149288171,50.7,51.98,52.02,50.87,50.72689471
HII,8/8/24,Broker D,780269.9375,0.46,1.021251202,8548,Sell,63300,63300,0.11301586,210.95,215.36,215.26,212.44,211.0341957
MKTX,8/8/24,Broker C,684962.75,0.29,0.569458306,8374,Buy,55600,55600,0.148260956,222.96,219.59,219.76,224.41,222.9202312
MRNA,8/8/24,Broker A,9824392,0.7,1.143159986,9716,Buy,735300,735300,0.083286572,23.94,23.3,23.35,24.06,23.87636087
EPAM,8/8/24,Broker C,775269.125,0.59,1.141998291,8339,Buy,49800,49800,0.064922041,146.64,143.09,143.37,147.72,146.6353643
RL,8/8/24,Broker B,1348353,0.81,1.060222864,12602,Sell,107100,107100,0.125269882,192.25,198.62,198.54,196.73,192.2455039
HSIC,8/8/24,Broker A,1568497.375,0.35,0.590051532,7728,Buy,114200,114200,0.082893812,63.3,62.4,62.42,63.5,63.19304353
WBA,8/8/24,Broker D,19665150,0.15,0.587754667,9400,Sell,1016100,1016100,0.101144133,10.63,10.8,10.71,10.72,10.73697794
LW,8/8/24,Broker B,2839034,0.55,0.564399183,7269,Sell,247900,230200,0.156885305,48.91,50.16,50.11,49.71,48.97662765
TECH,8/8/24,Broker E,2193590.5,0.64,0.978624701,7511,Sell,198500,198500,0.124418354,44.7,46.01,46.03,45.6,44.8066882
AOS,8/8/24,Broker C,1550288.375,0.3,0.872556567,8857,Buy,91400,91400,0.11180996,62.29,61.35,61.47,62.73,62.31717526
CPB,8/8/24,Broker E,3745423,0.32,0.404911965,11203,Buy,243800,208100,0.14538937,37.81,37.25,37.24,38.07,37.69697994
MTCH,8/8/24,Broker E,5115680.5,0.44,0.591599047,7173,Sell,564400,504300,0.113058216,27.95,28.63,28.6,28.35,28.0487566
AES,8/8/24,Broker B,14259086,0.58,0.945910573,6977,Buy,903800,903800,0.139068429,10.01,9.57,9.79,9.98,9.923833649
FRT,8/8/24,Broker A,981473.5,0.43,0.80000782,7917,Sell,76200,76200,0.141074131,89.52,91.18,91.09,89.95,89.59177022
NCLH,8/8/24,Broker A,16253093,0.88,1.468388319,7114,Sell,1116000,1116000,0.128157949,15.44,15.84,15.91,15.81,15.55540918
ENPH,8/8/24,Broker B,3664565.5,0.72,1.072749496,6772,Buy,306600,306600,0.119697115,52.11,50.44,50.61,52.99,52.09352312
HAS,8/8/24,Broker C,2073502.25,0.59,0.878377974,7210,Buy,108900,108900,0.154405001,51.67,50.55,50.59,52.49,51.62113046
WYNN,8/8/24,Broker C,2804277.75,0.64,0.920791984,7958,Buy,258100,258100,0.08776332,75.91,73.8,73.88,75.88,75.87147162
GNRC,8/8/24,Broker A,931832.75,0.64,1.488258839,6354,Buy,85900,75900,0.136460419,107.62,104.9,105.06,108.03,107.4857993
PARA,8/8/24,Broker D,9434556,0.34,0.801711023,7689,Buy,742000,718500,0.10736159,11.14,10.73,10.97,11.22,11.11389053
MGM,8/8/24,Broker B,6752680,0.67,1.398429513,8183,Buy,456400,456400,0.110349791,29.3,28.51,28.56,29.66,29.23969768
ALB,8/8/24,Broker D,3355922.75,0.93,1.281180859,6238,Buy,197700,197700,0.122882422,52.34,50.85,50.78,53.62,52.2678246
DVA,8/8/24,Broker A,909545.5,0.38,0.739418805,10680,Sell,49800,49800,0.056571069,131.08,133.02,132.88,132,131.1939885
APA,8/8/24,Broker A,9381971,1.05,0.943391263,5606,Buy,657400,558700,0.063620852,15.61,15.15,15.12,15.59,15.50371658
FOX,8/8/24,Broker B,1367305.625,0.52,0.653857589,20638,Buy,125800,125800,0.137278225,44.56,43.33,43.51,45.33,44.49056405
IVZ,8/8/24,Broker E,6818165,0.68,1.153514981,5575,Sell,526700,526700,0.101428723,11.91,12.27,12.26,12.24,12.01873021
BEN,8/8/24,Broker A,5018205,0.5,0.993404508,9116,Buy,495900,495900,0.172068708,17.51,17.17,17.14,17.52,17.37635834
CRL,8/8/24,Broker B,1923912.25,1.15,0.819497168,5043,Buy,150100,150100,0.157702789,103.79,99.8,99.72,105.99,103.72722
CZR,8/8/24,Broker E,6304107,0.76,1.529064894,5300,Buy,688800,627800,0.10281746,25.71,24.69,24.87,26.35,25.62675936
MHK,8/8/24,Broker E,818728.5,0.53,1.147715569,6250,Buy,51100,42600,0.177357918,100.63,98.42,98.55,101.15,100.47045
NWS,8/8/24,Broker E,946888.9375,0.42,0.94787389,15160,Buy,71300,71300,0.176459786,29.61,29.11,29.02,30.06,29.54776059
AAPL,8/9/24,Broker E,72106864,0.68,1.041596293,2901664,Sell,2744800,2744800,0.134610719,189.45,193.24,193.15,191.78,189.5848139
MSFT,8/9/24,Broker D,26193634,0.4,0.991805494,2669692,Buy,650400,588900,0.192841762,363.26,359.12,359.19,366.69,363.25674
NVDA,8/9/24,Broker A,323825056,0.81,1.904370189,2364604,Sell,9892400,9892400,0.125456245,94.65,96.91,96.91,95.4,94.76756329
AMZN,8/9/24,Broker C,56974192,0.58,1.184175968,1775661,Buy,630000,630000,0.017990575,169.56,167.32,167.52,170.18,169.5386627
META,8/9/24,Broker B,20542520,0.67,1.181922793,1223500,Sell,485900,485900,0.102299486,475.95,484.66,484.77,477.58,476.0241231
GOOGL,8/9/24,Broker C,38393644,0.46,0.987897754,1813077,Buy,944500,944500,0.036584703,149.52,147.67,147.52,150.79,149.524587
AVGO,8/9/24,Broker C,37874508,0.79,1.959495664,781511,Buy,200700,200700,0.147888239,168.15,166.21,166.18,168.17,168.1549961
GOOG,8/9/24,Broker D,24951546,0.46,0.98287636,1813077,Buy,898000,898000,0.106012551,152.21,149.86,149.97,152.51,152.1886869
TSLA,8/9/24,Broker E,140806080,1.03,1.58415544,731758,Buy,4619800,4619800,0.141795713,233.31,227.5,227.53,236.31,233.2294349
LLY,8/9/24,Broker A,3938780.25,0.57,0.776895583,775474,Buy,87500,87500,0.147132703,831.52,818.02,818.15,835.15,831.4699132
JPM,8/9/24,Broker D,14446872,0.49,1.117400289,637278,Buy,706500,706500,0.116541555,233.18,228.99,229.16,233.93,233.1934644
V,8/9/24,Broker B,7732261.5,0.41,0.824475527,643335,Sell,60300,60300,0.181715364,317.14,320.1,319.96,318.08,317.1727705
XOM,8/9/24,Broker A,19817686,0.42,0.607271492,455670,Buy,815800,731700,0.154401971,107.18,105.35,105.54,108.45,107.1101257
COST,8/9/24,Broker C,2917253,0.35,0.817268252,424947,Buy,131400,131400,0.115095463,970.78,957.77,957.73,981.18,970.7573068
MA,8/9/24,Broker B,3392971.25,0.4,0.856543481,463128,Sell,168100,168100,0.054861072,501.23,509.32,509.41,508.1,501.2904099
UNH,8/9/24,Broker D,6109557,0.85,0.466492683,387145,Sell,151000,136400,0.088394899,416.61,425.33,425.21,419.51,416.6307772
NFLX,8/9/24,Broker B,5633900.5,0.49,1.128229022,420426,Sell,260700,260700,0.128347422,969.85,987.91,987.83,972.65,969.8844945
WMT,8/9/24,Broker D,27689224,0.42,0.781679511,740837,Sell,248300,248300,0.048033997,91.48,92.41,92.25,92.05,91.60304007
PG,8/9/24,Broker D,9135826,0.29,0.483530194,388659,Sell,20000,20000,0.05125956,164.96,165.75,165.56,165.21,165.0146347
JNJ,8/9/24,Broker A,10849724,0.33,0.518104196,378153,Sell,399700,399700,0.163750847,154.87,156.92,156.94,155.32,154.9783542
HD,8/9/24,Broker C,4276120,0.36,0.904466271,344794,Buy,155500,155500,0.039024765,351.47,346.9,346.99,355.19,351.4050214
ABBV,8/9/24,Broker D,8754635,0.36,0.487410396,301009,Buy,293600,293600,0.139355751,172.21,170.16,170.16,173.98,172.1668738
KO,8/9/24,Broker E,20127234,0.24,0.439482689,313171,Buy,514100,486500,0.123125929,73.31,72.77,72.85,73.23,73.18101145
PM,8/9/24,Broker C,7038256,0.31,0.448695272,252431,Buy,207800,207800,0.158536178,163.93,162.18,162.19,163.94,163.8818724
BAC,8/9/24,Broker D,58030748,0.54,1.156621456,280695,Buy,587200,540400,0.116340868,37.4,36.92,37.02,37.57,37.37991978
CRM,8/9/24,Broker D,7202936.5,0.47,1.214108348,227046,Buy,156700,156700,0.109969468,239.24,236.26,236.25,239.7,239.2088199
CVX,8/9/24,Broker B,11178586,0.49,0.715148687,233589,Sell,290000,254200,0.110890245,131.77,133.73,133.68,133.62,131.8041479
ABT,8/9/24,Broker E,8016111.5,0.3,0.586934447,225271,Buy,309500,309500,0.195296697,131.13,129.89,129.89,131.22,131.037647
MCD,8/9/24,Broker B,4345218,0.28,0.59120661,220757,Buy,166700,166700,0.159399219,312.26,308.72,308.74,312.46,312.1816751
CSCO,8/9/24,Broker A,26598580,0.43,0.881947041,216300,Buy,1039200,1039200,0.059532502,55.21,54.37,54.33,55.25,55.09716247
IBM,8/9/24,Broker C,5153453.5,0.39,0.758216262,219038,Buy,89900,79000,0.03548058,238.79,236.22,236.4,239.97,238.8251564
LIN,8/9/24,Broker E,2600478.25,0.37,0.727685034,209902,Buy,14400,14400,0.143975605,446.02,443.85,443.87,445.95,445.9236553
WFC,8/9/24,Broker C,20418954,0.5,0.994544625,209003,Buy,939100,939100,0.08022558,65.16,64.01,64.01,66.19,65.12828873
ORCL,8/9/24,Broker D,12495883,0.58,1.279027343,344416,Buy,742100,623600,0.049524576,125.31,122.82,122.84,125.36,125.2339495
MRK,8/9/24,Broker C,18299742,0.35,0.553353965,195901,Buy,670500,670500,0.081210312,78.86,77.85,77.87,79.69,78.90027416
PEP,8/9/24,Broker B,7963296,0.27,0.47175014,194356,Buy,280200,280200,0.174226091,143.38,141.73,141.85,144.13,143.3500519
GE,8/9/24,Broker A,6722253,0.57,1.188797116,190224,Buy,92700,82900,0.144854178,180.87,178.35,178.46,181.77,180.7924595
T,8/9/24,Broker A,45441512,0.33,0.480280787,189002,Sell,1621600,1621600,0.062775774,25.97,26.33,26.31,26.2,26.08919612
PLTR,8/9/24,Broker E,110576536,0.91,2.046456575,212958,Buy,666300,666300,0.191939569,92.08,90.8,91.01,92.14,92.00189589
VZ,8/9/24,Broker A,29510090,0.34,0.553383589,184170,Buy,203700,203700,0.144048555,43.33,42.93,42.99,43.34,43.23701896
ACN,8/9/24,Broker C,4422696,0.44,0.80521059,175001,Sell,18400,18400,0.004597818,277.41,279.23,279.37,278.01,277.4014448
ISRG,8/9/24,Broker D,2817014.75,0.61,1.206331491,167787,Sell,133200,133200,0.06416399,458.79,468.32,468.4,459.28,458.8721646
RTX,8/9/24,Broker B,5422184.5,0.41,0.707878292,168382,Sell,5900,5900,0.113649121,125.49,126.12,126.08,125.78,125.5019252
INTU,8/9/24,Broker E,1932800.125,0.43,1.002376318,159026,Sell,87300,87300,0.075127194,560.84,568.84,568.75,561.17,560.9655583
TMO,8/9/24,Broker E,2260051.5,0.45,0.859779418,159245,Buy,5800,5800,0.155551209,423.55,421.85,421.84,424.37,423.4828767
NOW,8/9/24,Broker B,2160465,0.62,1.252818584,156492,Buy,71200,71200,0.133166813,770.78,755.99,756.22,773.65,770.7442453
GS,8/9/24,Broker C,3531042.75,0.6,1.261187077,161610,Sell,38800,38600,0.175019083,495.09,501.36,501.33,499.89,495.1063262
UBER,8/9/24,Broker C,19155544,0.55,1.195605874,152495,Buy,448700,448700,0.107024095,73.99,72.92,72.88,74.54,73.96261756
PGR,8/9/24,Broker B,3972077.25,0.43,0.573527932,150903,Buy,167500,165100,0.187283847,261.62,257.41,257.51,262.29,261.5870075
DIS,8/9/24,Broker A,11873562,0.58,0.890657663,151854,Buy,323000,323000,0.196871701,85.49,84,84,86.43,85.39771746
ADBE,8/9/24,Broker E,4928740.5,0.59,1.125434399,146280,Buy,175100,147000,0.165047637,348.43,343.22,343.13,351.54,348.305496
BKNG,8/9/24,Broker E,318188.8125,0.47,1.077503562,145622,Sell,12200,10900,0.163245337,4377.92,4437.63,4437.6,4385.63,4377.996244
QCOM,8/9/24,Broker B,9248309,0.67,1.497467756,150571,Buy,90800,90800,0.189502873,137.84,136.14,136,138.19,137.7519391
AMGN,8/9/24,Broker D,3351891,0.33,0.565429389,147144,Buy,42200,35400,0.168944309,275.8,273.68,273.78,276.35,275.7739195
SPGI,8/9/24,Broker A,1517246.25,0.42,1.000825882,140911,Sell,22000,22000,0.039562528,443.68,448.99,448.84,448.37,443.7878518
TJX,8/9/24,Broker B,6671403,0.3,0.678406835,138498,Buy,320600,320600,0.142974625,125.56,123.98,123.96,126.29,125.4737455
AMD,8/9/24,Broker A,41816476,0.95,1.692152262,139004,Buy,439000,439000,0.109817412,87.11,85.56,85.54,88.52,87.04152588
CAT,8/9/24,Broker E,3281743.25,0.5,1.076455116,136086,Sell,13800,13800,0.017312525,283.03,284.74,284.67,284.57,283.1670624
BSX,8/9/24,Broker E,9649542,0.42,0.887817025,138411,Buy,65400,65400,0.167689692,94.05,93.58,93.48,94.33,94.03672478
AXP,8/9/24,Broker A,4197011.5,0.62,1.152603507,169900,Sell,146200,146200,0.136226275,237.59,242.51,242.47,241.75,237.6899492
NEE,8/9/24,Broker C,13180131,0.37,0.569819272,133149,Buy,504600,456000,0.055795523,65.38,64.68,64.54,65.64,65.37091611
TXN,8/9/24,Broker E,8989339,0.71,1.09406817,132493,Buy,41000,41000,0.193106254,146.77,145.61,145.55,147.22,146.6580565
MS,8/9/24,Broker A,9562043,0.6,1.288030863,170984,Buy,321200,321200,0.051737567,108.52,106.3,106.45,109.84,108.4168512
UNP,8/9/24,Broker D,3233668.5,0.38,0.845109522,129483,Buy,126400,126400,0.101499484,219.01,216.05,216.14,219.23,218.9962726
GILD,8/9/24,Broker C,10361147,0.28,0.585657597,129908,Sell,87600,78600,0.123788475,103.69,104.33,104.34,104.31,103.7322458
SCHW,8/9/24,Broker B,12408055,0.45,1.128342867,139918,Sell,280500,280500,0.155861103,73.83,74.95,74.84,74.23,73.89546948
CMCSA,8/9/24,Broker E,28652040,0.38,0.723178506,127042,Buy,804400,804400,0.195517689,34.05,33.6,33.7,33.98,33.97032041
HON,8/9/24,Broker B,4912729.5,0.44,0.834966779,124940,Buy,15400,15400,0.095280012,195.62,194.23,194.28,196.47,195.5831595
BLK,8/9/24,Broker C,1083176.875,0.51,1.162742853,132389,Buy,16600,16600,0.160891585,864.6,854,854.01,870.36,864.6033443
TMUS,8/9/24,Broker A,4545863,0.35,0.688813746,288121,Buy,8300,7100,0.054691173,254.91,253.48,253.59,254.91,254.814255
VRTX,8/9/24,Broker A,1611804.375,0.24,0.849466443,122761,Sell,77100,77100,0.124163771,471.81,477.52,477.3,476.96,471.9204329
PFE,8/9/24,Broker A,61340208,0.31,0.494620919,124999,Buy,1726100,1726100,0.090492135,22.41,22.04,22.15,22.31,22.25931216
LOW,8/9/24,Broker C,2954811.25,0.36,0.888534725,119089,Sell,126900,126900,0.051500559,209.67,212.77,212.58,209.92,209.7026043
BA,8/9/24,Broker D,10290827,0.72,1.262373209,119889,Sell,479900,408400,0.12879447,155.82,159.34,159.31,158.34,155.8868936
DHR,8/9/24,Broker A,4341055.5,0.51,0.908220112,132330,Buy,49900,49900,0.111812939,187.17,184.96,184.91,187.39,187.0373911
